Title,Genre,IMDB Rating,Rating
Ma Rainey's Black Bottom,"Drama, Music",6.9,R
Maacher Jhol,Drama,7.1,N/A
Mac,Drama,6.3,R
Machete Kills,"Action, Crime, Thriller",5.6,R
Macho,"Comedy, Romance",4.3,Unrated
Mad Max,"Action, Adventure, Sci-Fi",6.9,R
Mad Money,"Comedy, Crime, Thriller",5.8,PG-13
Mad Ron's Prevues from Hell,"Horror, Comedy, Documentary",6.1,Not Rated
Mad World,Sci-Fi,3.6,R
Madaari,"Adventure, Drama, Thriller",7.6,Not Rated
Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy",6.6,PG
Maddman: The Steve Madden Story,"Documentary, Biography",6.6,R
Made in China,"Comedy, Drama",6.2,N/A
Madness in the Desert: Paris to Dakar Rally,"Documentary, Sport",7.7,N/A
Madras Cafe,"Action, Drama, Thriller",7.7,Not Rated
Madre,"Short, Drama, Thriller",7.4,Not Rated
Maggie,"Drama, Horror, Sci-Fi",5.6,PG-13
Magnetic,"Adventure, Fantasy, Sci-Fi",5.4,N/A
The Magnificent Seven,"Action, Adventure, Western",6.9,PG-13
Magnolia,Drama,8.0,R
Magnus,Documentary,7.1,N/A
Mahabharat,"Adventure, Drama, History",8.9,TV-14
Mahi NRI,"Comedy, Drama",5.9,N/A
Main Aurr Mrs Khanna,"Comedy, Drama, Romance",3.6,Not Rated
Main Hoon Na,"Action, Comedy, Drama",7.0,Not Rated
"Main, Meri Patni... Aur Woh!","Comedy, Drama, Romance",7.2,N/A
Maine Pyaar Kyun Kiya,"Comedy, Drama, Romance",5.6,N/A
Maine Pyar Kiya,"Drama, Musical, Romance",7.3,Not Rated
Making the Witcher,Documentary,6.8,N/A
Maktub,"Comedy, Drama",7.4,TV-MA
Mala Kahich Problem Nahi,Drama,7.2,N/A
Malaal,"Action, Drama, Romance",6.0,N/A
Malang - Unleash the Madness,"Action, Crime, Drama",6.5,Not Rated
Malena Pichot: Estupidez compleja,Comedy,5.4,TV-MA
Malevolent,"Horror, Mystery, Thriller",4.8,TV-MA
Malibu Rescue,"Action, Comedy, Family",5.0,TV-Y7
Malibu Rescue: The Next Wave,"Action, Comedy, Family",4.9,N/A
Malicious,"Horror, Thriller",5.0,TV-MA
Mallesham,Biography,8.4,N/A
Mama's Boy,"Comedy, Drama",5.2,PG-13
Man of Tai Chi,"Action, Drama",6.1,R
Man to Man,Drama,6.5,N/A
Man Up,"Comedy, Drama, Romance",6.8,R
Mandi,"Comedy, Drama",7.5,N/A
Mandobasar Galpo,Drama,6.0,N/A
Manglehorn,Drama,5.6,PG-13
Mango Dreams,"Adventure, Drama",7.5,N/A
Manhattan Romance,"Comedy, Drama, Romance",5.6,TV-14
Manhunt,"Biography, Crime, Drama",8.1,TV-14
Maniyarayile Ashokan,"Comedy, Romance",4.7,N/A
Manje Bistre,"Comedy, Drama",6.7,N/A
Mank,"Biography, Comedy, Drama",6.9,R
Manmadhudu 2,"Comedy, Drama, Romance",4.8,N/A
Mann,"Drama, Romance",6.2,Not Rated
Manolo: The Boy Who Made Shoes for Lizards,"Documentary, Biography, Drama",6.4,Not Rated
Manorama: Six Feet Under,"Crime, Drama, Mystery",7.6,Not Rated
Manoranjan,"Comedy, Musical, Romance",6.8,N/A
Mansfield Park,"Comedy, Drama, Romance",7.0,PG-13
Manson Family Vacation,"Comedy, Drama, Thriller",5.8,Not Rated
Manto,"Biography, Drama",7.4,N/A
Mantostaan,"Drama, History",6.1,N/A
Mantra,"Drama, Family",5.3,N/A
Manu,"Mystery, Romance, Thriller",7.9,N/A
Manusangada,Drama,8.0,N/A
Maps to the Stars,"Comedy, Drama",6.2,R
Mara,"Crime, Horror, Thriller",5.1,R
Marauders,"Action, Crime, Thriller",5.5,R
Marc Maron: End Times Fun,Comedy,6.8,N/A
Marc Maron: Thinky Pain,Comedy,7.3,Not Rated
Marc Maron: Too Real,Comedy,7.2,N/A
Marco Luque: Tamo Junto,Comedy,4.4,N/A
Marco Polo: One Hundred Eyes,"Action, Drama, History",7.8,N/A
Maria,"Action, Crime, Drama",5.0,TV-MA
Maria Bamford: Old Baby,"Documentary, Comedy",6.1,TV-MA
Maria Bamford: The Special Special Special!,Comedy,6.9,TV-MA
Mariah Carey's Merriest Christmas,Music,5.0,N/A
Marlon Wayans: Woke-ish,"Documentary, Comedy",6.5,TV-MA
Maroon,Thriller,5.1,Not Rated
Marriage Palace,Comedy,6.2,N/A
Marriage Story,"Comedy, Drama, Romance",7.9,R
Mars,"Adventure, Drama, Sci-Fi",7.5,TV-PG
Martin Lawrence Live: Runteldat,"Documentary, Comedy",5.4,R
"Martin Matte: La vie, la mort... eh la la..!",Comedy,6.4,N/A
Marvel Super Hero Adventures: Frost Fight!,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",5.2,PG
Mary Kom,"Action, Biography, Drama",6.8,Not Rated
Mary Poppins Returns,"Comedy, Family, Fantasy",6.7,PG
Masameer: The Movie,Animation,6.0,N/A
Mascots,Comedy,5.8,TV-MA
Maska,"Comedy, Drama, Romance",5.8,N/A
Masoom,Drama,8.4,Not Rated
Master,"Action, Thriller",7.8,Not Rated
Mater,Drama,4.7,N/A
Material,"Comedy, Drama",7.3,Unrated
Matichya Chuli,"Comedy, Drama",6.8,Not Rated
Mauli,Action,5.7,N/A
Max Rose,Drama,6.2,Unrated
Maya Angelou and Still I Rise,"Documentary, Biography, History",7.8,Not Rated
Mayday Life,Music,6.9,N/A
Maza Pati Karodpati,Drama,7.2,Not Rated
Mea culpa,"Action, Crime, Thriller",6.1,R
Mean Dreams,"Drama, Thriller",6.3,R
Mean Girls 2,Comedy,4.1,PG-13
Mean Streets,"Crime, Drama, Thriller",7.2,R
Meditation Park,Drama,7.1,PG
Medium,"Crime, Drama, Fantasy",6.9,TV-14
Meet the In-Laws,Comedy,5.8,N/A
Meghnadbodh Rohoshyo,Thriller,6.3,N/A
Mehandi Circus,Drama,7.4,N/A
Melle,"Drama, Family, Musical",6.1,N/A
Melvin Goes to Dinner,"Comedy, Drama, Romance",6.8,R
Men in Black,"Action, Adventure, Comedy",7.3,PG-13
Men in Black II,"Action, Adventure, Comedy",6.2,PG-13
Menahi,Comedy,6.1,N/A
Menashe,Drama,6.5,PG
Menorca,Drama,4.4,Unrated
Merantau,"Action, Drama",6.7,R
Merata: How Mum Decolonised the Screen,"Documentary, Biography",7.0,N/A
Mercenary,"Action, Drama, Thriller",5.0,Not Rated
Mercy,"Horror, Thriller",5.0,R
Mercy Black,"Horror, Mystery, Thriller",4.9,TV-14
Mere Pyare Prime Minister,Drama,6.8,N/A
Merku Thodarchi Malai,Drama,8.5,N/A
Merlin,"Adventure, Drama, Fantasy",7.9,TV-PG
Merry Men: The Real Yoruba Demons,"Action, Comedy",5.0,N/A
Mersal,"Action, Thriller",7.8,Not Rated
Message from the King,"Action, Crime, Drama",6.4,R
Metallica Through the Never,Music,7.2,R
Metallica: Some Kind of Monster,"Documentary, Music",7.5,Not Rated
Metro,"Action, Comedy, Crime",5.5,R
Mi Amigo Alexis,"Adventure, Comedy, Drama",4.9,N/A
Mi obra maestra,"Comedy, Drama",7.1,N/A
Michael,"Comedy, Drama, Fantasy",5.7,PG
"Michael Bolton's Big, Sexy Valentine's Day Special","Comedy, Music, Musical, Romance",6.7,TV-MA
Michael Che Matters,Comedy,7.2,TV-MA
Michael McIntyre: Showman,Comedy,7.2,TV-MA
Michelle Wolf: Joke Show,Comedy,7.2,N/A
Middle Men,"Comedy, Crime, Drama",6.8,R
Middle School: The Worst Years of My Life,"Animation, Comedy, Family",6.1,PG
Middleditch & Schwartz,Comedy,8.6,TV-MA
Midnight at the Magnolia,"Comedy, Romance",5.8,TV-G
Midnight Special,"Drama, Mystery, Sci-Fi",6.6,PG-13
Mighty Express: A Mighty Christmas,"Animation, Family",5.0,N/A
Mike Birbiglia: My Girlfriend's Boyfriend,"Documentary, Comedy, Romance",8.0,Not Rated
Mike Birbiglia: Thank God for Jokes,Comedy,7.5,N/A
Mike Birbiglia: The New One,Comedy,7.7,N/A
Mike Epps: Don't Take It Personal,Comedy,4.4,TV-MA
Mike Epps: Only One Mike,Comedy,4.8,TV-14
Milada,"Biography, Drama, History",6.3,N/A
Mile 22,"Action, Thriller",6.1,R
Milea: Suara dari Dilan,"Drama, Romance",6.3,TV-14
Miles Davis: Birth of the Cool,"Documentary, Biography, Music",7.4,Not Rated
MILF,Comedy,4.7,TV-MA
Milk,"Biography, Drama",7.5,R
MindGamers,"Action, Sci-Fi, Thriller",3.6,R
Mindhorn,"Comedy, Thriller",6.3,TV-MA
Mine,"Drama, Fantasy, Thriller",5.9,Not Rated
Mine 9,"Drama, Thriller",6.3,Not Rated
Minimalism: A Documentary About the Important Things,Documentary,6.7,Not Rated
Miracle,"Biography, Drama, History",7.5,PG
Miracle in Cell No. 7,Drama,7.5,G
Miraculous: Tales of Ladybug & Cat Noir,"Animation, Action, Adventure",7.7,TV-Y7
Mirage,"Mystery, Thriller",7.3,Approved
Mirai nikki,"Animation, Action, Drama",7.6,TV-MA
Miranda Sings Live... Your Welcome,Comedy,5.6,TV-14
Mirror Mirror,"Adventure, Comedy, Drama",5.6,PG
Mirzya,"Action, Drama, Fantasy",4.6,N/A
Mischief,"Comedy, Romance",6.6,R
Misfit,"Comedy, Family",4.3,N/A
Misfit 2,Comedy,4.9,N/A
Miss Americana,"Documentary, Biography, Music",7.4,TV-MA
Sarusuberi: Miss Hokusai,"Animation, Biography, Drama",6.7,PG-13
Miss India,Drama,3.7,TV-PG
Miss Julie,"Drama, Romance",5.5,PG-13
Miss Me This Christmas,"Comedy, Romance",4.5,N/A
Miss Sharon Jones!,"Documentary, Music",7.3,Unrated
Miss Stevens,"Comedy, Drama",6.6,Not Rated
Miss Virginia,Drama,7.0,TV-14
Mission Blue,"Documentary, Drama",7.9,N/A
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,"Action, Adventure, Drama",3.4,N/A
Mississippi Grind,"Comedy, Drama",6.4,R
Mitt,"Documentary, Biography, Family",6.9,N/A
Mo Amer: The Vagabond,"Documentary, Comedy",7.4,TV-MA
Mo Gilligan: Momentum,Comedy,6.3,N/A
Moh Maya Money,"Crime, Drama, Thriller",5.6,N/A
Mohawk,"Action, Drama, History",4.6,N/A
Mohenjo Daro,"Action, Adventure, Drama",5.7,Not Rated
Mojave,"Drama, Thriller",5.2,R
Mokalik (Mechanic),"Comedy, Drama",6.3,N/A
Molly's Game,"Biography, Crime, Drama",7.4,R
Mom,"Comedy, Drama, Romance",7.2,TV-14
Moms at War,Comedy,6.1,N/A
Mona Lisa Smile,Drama,6.5,PG-13
Money,"Crime, Mystery, Thriller",5.5,R
Money Talks,"Action, Comedy, Crime",6.2,R
The Money Trap,"Crime, Drama, Thriller",6.3,N/A
Monkey Up,"Comedy, Family, Fantasy",3.8,PG
A Monster Family,"Short, Horror",N/A,N/A
Monster High: 13 Wishes,Animation,6.9,TV-Y7
"Monster High: Boo York, Boo York","Animation, Fantasy",6.7,Not Rated
Monster High: Escape from Skull Shores,Animation,6.8,TV-Y7
Monster High: Freaky Fusion,Animation,6.9,TV-Y7
Monster High: Friday Night Frights,"Animation, Short",6.9,TV-Y7
Monster High: Fright On,Animation,7.0,TV-Y7
"Monster High: Frights, Camera, Action!",Animation,6.6,TV-Y7
Monster High: Ghouls Rule!,"Animation, Family",5.9,TV-Y7
Monster High: Great Scarrier Reef,"Animation, Fantasy",6.2,Not Rated
Monster High: New Ghoul at School,"Animation, Fantasy",6.8,TV-Y7
"Monster High: Scaris, City of Frights",Animation,6.9,G
Monster High: Why Do Ghouls Fall in Love?,"Animation, Romance",6.8,TV-Y7
Monster House,"Animation, Comedy, Family",6.6,PG
Monster Island,"Adventure, Comedy, Horror, Sci-Fi",3.5,PG
Monster-in-Law,"Comedy, Romance",5.6,PG-13
Monsters: Dark Continent,"Action, Drama, Horror",4.3,R
Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy",8.2,PG
Monty Python: Before the Flying Circus,Documentary,7.3,Not Rated
Monty Python Live at the Hollywood Bowl,"Documentary, Comedy, Musical",7.9,R
Monty Python: The Meaning of Live,Documentary,7.6,Not Rated
Moon,"Drama, Mystery, Sci-Fi",7.8,R
Moonlight,Drama,7.4,R
Moonwalkers,"Action, Comedy",6.1,R
Moor,Drama,7.6,N/A
Morris from America,"Comedy, Drama, Romance",6.2,R
Morya,Drama,7.2,N/A
Moshe Kasher: Live in Oakland,Comedy,6.8,Not Rated
Mostly Sunny,Documentary,5.4,TV-MA
Mosul,"Action, Drama, War",7.2,TV-MA
Mother,"Comedy, Drama",6.9,PG-13
Motichoor Chaknachoor,"Comedy, Romance",5.8,N/A
Motor Mitraan Di,Comedy,6.0,N/A
Motu Patlu: King of Kings,"Animation, Adventure, Comedy",6.7,N/A
Movie 43,Comedy,4.3,R
Mr. Chandramouli,"Comedy, Romance, Sport",5.2,TV-MA
Mr. Church,"Comedy, Drama",7.7,PG-13
Mr. Deeds,"Comedy, Romance",5.8,PG-13
Mr. Peabody & Sherman,"Animation, Adventure, Comedy",6.8,PG
French Blood: Mr. Pig,Horror,5.8,N/A
Mr. Roosevelt,Comedy,6.3,R
Mr. Sunshine,Comedy,6.7,TV-PG
Mr. Virgin,Romance,4.6,N/A
Mr. Woodcock,"Comedy, Romance, Sport",5.1,PG-13
Mrs. Serial Killer,"Crime, Drama, Thriller",4.8,TV-MA
Mubarakan,"Comedy, Romance",5.5,PG-13
Much Ado About Nothing,"Comedy, Drama, Romance",7.3,PG-13
Much Loved,Drama,6.2,N/A
Mucho Mucho Amor: The Legend of Walter Mercado,Documentary,7.3,TV-14
Mucize,"Comedy, Drama, Romance",7.6,TV-MA
Mud,Drama,7.4,PG-13
Mudbound,"Drama, War",7.4,R
Mugamoodi,"Action, Adventure",5.0,Not Rated
Mujeres Arriba,Comedy,3.8,N/A
Mujhse Shaadi Karogi,"Comedy, Romance",6.7,N/A
Mujrim,"Action, Crime",5.3,N/A
Mukhsin,"Comedy, Drama, Family",7.2,N/A
Mumbai Cha Raja,Drama,6.3,N/A
Mumbai Delhi Mumbai,"Comedy, Romance",5.7,Not Rated
Mumbai Matinee,"Romance, Comedy",5.2,N/A
Mumbai Meri Jaan,Drama,7.7,Not Rated
Munafik 2,Horror,6.1,N/A
Mundeyan Ton Bachke Rahin,"Comedy, Romance",5.5,N/A
Muppets Most Wanted,"Adventure, Comedy, Crime",6.4,PG
Muqaddar Ka Faisla,"Action, Comedy, Drama",4.7,Not Rated
Muramba,"Comedy, Family",8.0,N/A
Muran,"Action, Thriller",6.4,N/A
Murder Mystery,"Action, Comedy, Crime",6.0,PG-13
Murder Party,"Comedy, Crime, Drama",5.8,Not Rated
Music Teacher,"Drama, Romance",6.3,N/A
Must Be... Love,"Comedy, Romance",6.8,N/A
Mustang Island,Comedy,6.2,N/A
Mute,"Mystery, Sci-Fi, Thriller",5.5,TV-MA
Mutiny on the Bounty,"Adventure, Biography, Drama",7.7,Passed
My Amnesia Girl,Comedy,6.8,N/A
My Beautiful Broken Brain,"Documentary, Biography",7.1,TV-14
My Birthday Song,Thriller,5.5,N/A
My Brother... Nikhil,"Drama, Sport",7.2,N/A
My Entire High School Sinking Into the Sea,"Animation, Action, Comedy",6.1,PG-13
My Ex,Horror,5.3,N/A
My Ex-Ex,"Comedy, Romance",4.5,Unrated
My Friend Pinto,"Comedy, Crime, Drama",5.3,N/A
My Girl,"Comedy, Drama, Family",6.9,PG
My Little Pony Equestria Girls: Forgotten Friendship,"Animation, Comedy, Drama, Family, Fantasy, Musical, Sci-Fi",7.3,TV-Y7
My Little Pony: Equestria Girls - Friendship Games,"Animation, Family, Fantasy",6.6,TV-Y
My Little Pony: Equestria Girls - Legend of Everfree,"Animation, Comedy, Family",6.5,TV-Y7
My Little Pony: Equestria Girls - Rainbow Rocks,"Animation, Adventure, Comedy",7.0,TV-Y
My Little Pony Equestria Girls: Rollercoaster of Friendship,"Animation, Comedy, Drama, Fantasy, Musical",6.4,TV-Y7
My Own Man,"Documentary, Comedy, Drama",6.4,TV-14
My Perfect Romance,Romance,4.7,PG
My Scientology Movie,Documentary,6.7,Not Rated
My Sister's Keeper,"Drama, Family",7.3,PG-13
My Stupid Boss,Comedy,7.1,TV-14
My Stupid Boss 2,"Adventure, Comedy",6.6,N/A
My Suicide,"Comedy, Drama",7.1,Not Rated
"My Teacher, My Obsession","Drama, Thriller",4.4,TV-14
My Way,"Documentary, Adventure, Drama",7.6,N/A
My Week with Marilyn,"Biography, Drama",6.9,R
My Wife and I,Comedy,N/A,N/A
Mystic Pizza,"Comedy, Drama, Romance",6.3,R
Mystic River,"Crime, Drama, Mystery",7.9,R
Mythily Veendum Varunnu,Horror,2.2,N/A
Myths,Drama,7.7,N/A
Naa Bangaaru Talli,"Crime, Drama, Family",7.1,N/A
Naam Shabana,"Action, Thriller",6.3,Not Rated
Naan Sigappu Manithan,"Action, Drama, Thriller",6.6,Not Rated
Nacho Libre,"Comedy, Family, Sport",5.8,PG
Nails,"Horror, Mystery",4.7,N/A
Naked,"Comedy, Drama",7.8,Not Rated
Namak Halaal,"Action, Comedy, Drama",7.3,N/A
Namastey London,"Comedy, Drama, Romance",7.1,N/A
Namour,Drama,6.7,N/A
Nang Nak,"Action, Horror, Romance",6.5,N/A
Naomi and Ely's No Kiss List,"Comedy, Drama, Romance",5.5,Not Rated
Nappily Ever After,"Comedy, Drama, Romance",6.4,TV-MA
Naruto,"Animation, Action, Adventure",8.3,TV-PG
Nasha,"Drama, Thriller",3.2,N/A
Nasha Natasha,"Documentary, Biography, Music",6.5,N/A
Natalia Valdebenito: El especial,Comedy,4.9,TV-MA
Natalia Valdebenito: Gritona,Comedy,5.6,TV-MA
Natalie Palamides: Nate - A One Man Show,Comedy,6.6,TV-MA
Nate Bargatze: The Tennessee Kid,Comedy,7.6,N/A
Nathicharami,Drama,7.2,N/A
National Parks Adventure,"Documentary, Short",7.0,G
National Treasure,"Action, Adventure, Mystery",6.9,PG
Natural Born Pranksters,Comedy,3.5,R
Natural Selection,Drama,5.1,N/A
Naughty Jatts,Comedy,6.2,Not Rated
Ne Zha zhi mo tong jiang shi,"Animation, Action, Adventure",7.5,Not Rated
Neal Brennan: 3 Mics,Comedy,7.9,TV-MA
Needhi Singh,"Action, Drama, Thriller",6.2,N/A
Neevevaro,"Action, Drama, Romance",6.8,N/A
Neruda,"Biography, Crime, Drama",6.8,R
Neseli Hayat,Comedy,6.1,N/A
Never Heard,"Drama, Family",5.6,TV-14
New Money,"Drama, Fantasy",4.8,N/A
New York Minute,"Comedy, Crime, Family",5.0,PG
Newness,"Drama, Romance",6.3,Unrated
Next,"Action, Sci-Fi, Thriller",6.2,PG-13
Next Enti?,"Comedy, Drama, Romance",4.5,N/A
Next Gen,"Animation, Action, Adventure",6.6,TV-PG
Nibunan,"Action, Crime, Thriller",6.6,Not Rated
Nigerian Prince,"Crime, Drama, Thriller",5.8,TV-MA
Night Comes On,Drama,6.6,TV-MA
Night Moves,"Drama, Thriller",6.0,R
Nightcrawler,"Crime, Drama, Thriller",7.8,R
Nights in Rodanthe,"Drama, Romance",6.0,PG-13
Nikki Glaser: Bangin',Comedy,6.0,N/A
Nila,"Drama, Romance",6.7,N/A
Nimbe: The Movie,Drama,5.7,N/A
Ninja Assassin,"Action, Thriller",6.3,R
Niyazi Gül Dörtnala,"Action, Adventure, Comedy",4.5,N/A
Njan Prakashan,"Comedy, Drama",7.7,Not Rated
No Entry,"Comedy, Drama, Musical",6.6,N/A
No Estoy Loca,"Comedy, Drama",5.7,TV-MA
No Longer Kids,Comedy,9.0,N/A
No One Killed Jessica,"Biography, Crime, Drama",7.2,N/A
No Other Woman,Drama,6.0,Passed
No Reservations,"Comedy, Drama, Romance",6.3,PG
Noblemen,Drama,5.8,N/A
Nocturnal Animals,"Drama, Thriller",7.5,R
"Norm Macdonald: Hitler's Dog, Gossip & Trickery","Documentary, Comedy",7.3,N/A
Norm of the North: Family Vacation,"Animation, Adventure, Comedy",2.8,Not Rated
Norm of the North: Keys to the Kingdom,"Animation, Adventure, Comedy",3.0,PG
Norm of the North: King Sized Adventure,"Animation, Adventure, Comedy",3.2,Not Rated
Norman Lear: Just Another Version of You,"Documentary, Biography, History",7.3,Unrated
Notes on Blindness,"Documentary, Drama",7.1,N/A
Nothing to Hide,"Adult, Comedy, Drama",6.2,X
Nothing to Lose,"Action, Adventure, Comedy",6.7,R
November Criminals,"Crime, Drama, Mystery",5.3,PG-13
Now and Then,"Comedy, Drama, Romance",6.8,PG-13
Now More Than Ever: The History of Chicago,"Documentary, Biography, History",7.1,N/A
Nowhere Boy,"Biography, Drama, Music",7.1,R
Nowhere Man,"Mystery, Sci-Fi, Thriller",8.4,N/A
O Silêncio do Céu,"Drama, Thriller",6.5,N/A
Oasis: Supersonic,"Short, Music",7.2,N/A
Obvious Child,"Comedy, Drama, Romance",6.8,R
Océans,Documentary,7.8,G
Occupation,"Action, Drama, Sci-Fi",4.7,R
Ocean's Eleven,"Crime, Thriller",7.7,PG-13
Ocean's Thirteen,"Crime, Thriller",6.9,PG-13
Ocean's Twelve,"Crime, Thriller",6.5,PG-13
Octonauts and the Caves of Sac Actun,"Animation, Adventure, Comedy",6.3,N/A
Octonauts and the Caves of Sac Actun,"Animation, Adventure, Comedy",6.3,N/A
Odu Raja Odu,"Comedy, Crime, Drama",6.9,N/A
Off Course,Thriller,8.2,N/A
Officer Downe,"Action, Comedy, Sci-Fi",4.2,R
Offline - Das Leben ist kein Bonuslevel,"Adventure, Comedy",5.0,N/A
Oh Darling Yeh Hai India,Comedy,4.2,N/A
Oh My God,Documentary,6.1,Not Rated
"Oh, Hello on Broadway",Comedy,7.7,TV-MA
"Oh, Ramona!","Comedy, Romance",4.8,N/A
"Love, Honor and Oh! Baby","Short, Comedy",7.4,N/A
Okja,"Action, Adventure, Drama",7.3,TV-MA
Old Money,"Short, Drama",7.4,N/A
Olmo & the Seagull,"Documentary, Drama, Romance",7.2,N/A
Olympus Has Fallen,"Action, Thriller",6.5,R
Om Shanti Om,"Action, Comedy, Drama",6.7,Not Rated
Omar,"Crime, Drama, Romance",7.5,Not Rated
On My Skin,Short,N/A,N/A
On the Real,Comedy,8.3,N/A
On the Wrong Track,"Short, Drama",N/A,N/A
On Yoga the Architecture of Peace,Documentary,7.8,N/A
Onaatah: Of the Earth,"Drama, Romance",8.4,N/A
Once Again,"Drama, Romance",7.0,N/A
Once in a Lifetime Sessions with Nile Rodgers,Music,7.6,N/A
Once Upon a Time in London,Crime,5.6,N/A
Once Upon a Time in Mumbaai,"Action, Crime, Drama",7.4,Not Rated
Once Upon a Time in Mumbai Dobaara!,"Action, Crime, Drama",4.5,Not Rated
Once Upon a Time in the West Oakland,"Short, Western",N/A,N/A
One 2 Ka 4,"Action, Comedy, Crime",5.4,Not Rated
One by Two,"Comedy, Drama, Romance",4.2,Not Rated
One Day,"Drama, Romance",7.0,PG-13
One Day: Justice Delivered,"Action, Crime, Thriller",5.0,N/A
One Direction: This Is Us,"Documentary, Music",4.3,PG
One in a Billion,Documentary,6.7,N/A
One Last Shot,"Short, Comedy, Drama",6.7,TV-MA
One Last Thing,Drama,6.3,TV-MA
One More Try,Drama,6.1,TV-14
One Night Stand,"Drama, Romance",5.8,R
One Take,"Documentary, Music",5.7,N/A
Only,"Drama, Romance, Sci-Fi",5.1,TV-MA
Only God Forgives,"Action, Crime, Drama",5.7,R
Only Mine,"Drama, Thriller",4.7,TV-14
Only the Dead,"Documentary, Biography, History",7.7,TV-MA
Open Season,"Animation, Adventure, Comedy",6.1,PG
Opening Night,Drama,8.0,PG-13
Operações Especiais,"Action, Crime",6.4,N/A
Operation Christmas Drop,"Comedy, Family, Romance",5.8,TV-G
Operator,"Action, Thriller",4.3,Not Rated
Ordinary People,Drama,7.7,R
Ordinary World,"Comedy, Drama, Music",5.5,Not Rated
Organize Isler,"Comedy, Drama",7.4,N/A
Other People,"Comedy, Drama",6.8,Unrated
OtherLife,"Crime, Drama, Mystery",6.3,TV-MA
Oththa Seruppu Size 7,"Drama, Thriller",8.5,N/A
Ottaal,Drama,8.3,N/A
Our Godfather,"Documentary, Crime, History",6.8,N/A
Our House,"Drama, Horror, Mystery",5.3,PG-13
Our Idiot Brother,"Comedy, Drama",6.4,R
Our Souls at Night,"Drama, Romance",6.9,TV-14
Ouran High School Host Club,"Comedy, Romance",7.5,N/A
Out of Life,"Short, Drama",N/A,N/A
Outlaw King,"Action, Biography, Drama",6.9,R
Outlawed,Action,4.8,Not Rated
Outside In,Drama,6.7,Not Rated
Over the Moon,"Animation, Adventure, Comedy",6.4,PG
Oversize Cops,"Action, Comedy",6.0,N/A
Oye Lucky! Lucky Oye!,"Action, Comedy, Crime",7.7,Not Rated
P,"Drama, Horror",5.0,Not Rated
P Se PM Tak,"Comedy, Drama",3.8,Unrated
P.S. I Love You,"Comedy, Drama, Romance",7.0,PG-13
Paan Singh Tomar,"Action, Biography, Crime",8.2,Not Rated
Paathi: the Half,"Drama, Horror",6.1,N/A
Paava Kadhaigal,Drama,8.1,N/A
Pachamama,"Animation, Adventure, Family",6.8,PG
Paddleton,"Comedy, Drama",7.2,TV-MA
Paharganj,"Crime, Drama, Mystery",4.5,N/A
Paheli,"Comedy, Drama, Fantasy",6.5,Not Rated
Pahuna,Drama,N/A,N/A
Paid in Full,"Action, Crime, Drama",7.1,R
Paint It Black,Drama,5.7,N/A
Painted Faces,"Crime, Mystery",6.0,Passed
Palermo Hollywood,Drama,5.4,N/A
Director's Notebook: Pan's Labyrinth,"Documentary, Short",8.0,N/A
Pandigai,"Action, Romance, Thriller",6.4,N/A
Pandora,"Action, Drama, Sci-Fi",4.2,TV-PG
Panic Room,"Crime, Drama, Thriller",6.8,R
Panoptic,Documentary,6.2,N/A
Pants on Fire,"Comedy, Family",5.2,Unrated
Papa the Great,Family,5.4,Not Rated
Paper Year,"Drama, Romance",5.2,Not Rated
Paradise Beach,"Action, Crime, Drama",4.5,TV-MA
Paradise Lost,"Drama, Mystery",7.1,TV-MA
Paradox,"Action, Drama, Sci-Fi",4.6,TV-MA
Paranormal Activity,"Horror, Mystery",6.3,R
Paranormal Investigation,"Horror, Thriller",3.7,N/A
ParaNorman,"Animation, Adventure, Comedy",7.0,PG
Pardes,"Drama, Musical, Romance",7.0,Not Rated
Pari,"Fantasy, Horror, Mystery",6.6,Not Rated
Park Na-rae: Glamour Warning,Comedy,4.9,N/A
Parmanu: The Story of Pokhran,"Action, Drama, History",7.6,Not Rated
Parrot Sketch Not Included: Twenty Years of Monty Python,Comedy,8.1,Not Rated
Paskal: The Movie,"Action, Drama",6.8,TV-14
Passenger 57,"Action, Crime, Thriller",5.9,R
Patiala House,"Drama, Sport",5.6,Not Rated
Patria,Drama,8.2,TV-14
Patriot Games,"Action, Thriller",6.9,R
Patron Mutlu Son Istiyor,"Comedy, Romance",6.1,N/A
Patton Oswalt: Annihilation,Comedy,7.2,TV-MA
Patton Oswalt: I Love Everything,Comedy,6.4,TV-MA
Paul Blart: Mall Cop,"Action, Comedy, Crime",5.2,PG
Paulettante Veedu,Drama,3.3,N/A
Payday,"Drama, Music",7.1,R
Paying Guests,"Comedy, Drama",4.3,Not Rated
Peace Haven,"Comedy, Drama, Fantasy",6.5,N/A
Pedal the World,Documentary,5.0,N/A
Pee Mak Phrakanong,"Comedy, Horror, Romance",7.3,N/A
Pee-wee's Big Holiday,"Comedy, Family",6.1,TV-PG
Peepli [Live],"Comedy, Drama",7.4,Not Rated
Pegasus,"Animation, Short, Fantasy",6.0,N/A
Pek Yakinda,"Comedy, Drama, Romance",7.4,N/A
Pekak,Drama,6.2,N/A
Penalty,Sport,5.5,N/A
